"","X","admin2codes","month.dep","interview.month","fmp.name","fmp.latitude","fmp.longitude","direction","dep.country","dep.adm1","dep.adm1.pcode","dep.adm2","dep.adm2.pcode","dep.iscamp","dep.camp","dest.country","dest.adm1","dest.adm1.pcode","dest.adm2","dest.adm2.pcode","dest.iscamp","dest.camp","dest.habres","lmt.migration","time.atdep","time.atdest","registered.refugees","return.relocation","forced.displacement","reason","reason.subtype","transport","groups","total.ind","female.04","female.517","female.1859","female.60","male.04","male.517","male.1859","male.60","nationality.first","nationality.second","nationality.third","nationality.first.ind","nationality.second.ind","nationality.third.ind","nationality.ssd.ind","dep.lon","dep.lat","distance_travelled","dep.date","dep.month","rain.dep.month","rain.month.before","rain.two.months.before","rain.sum.2.months","rain.sum.3.months","temp.dep.month","temp.month.before","temp.two.months.before","temp.sum.2.months","temp.sum.3.months","population2021","mig.per.1000000","rel.rain.dep.month","rel.rain.month.before","rel.rain.two.months.before","rel.rain.sum.2.months","rel.rain.sum.3.months","rel.temp.dep.month","rel.temp.month.before","rel.temp.two.months.before","rel.temp.sum.2.months","rel.temp.sum.3.months","conflict_deaths"
"1315",1315,"SD09044","2020-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,12.9,127.4,17.8,145.2,19.9666666666667,26.0333333333333,27.7666666666667,23,24.5888888888889,437433,0,4.9,12.9,123.623851497545,136.523851497545,260.147702995091,-12.1782404761904,-9.09416238095237,-9.93891333333333,-10.6362014285714,-10.403772063492,0
"1316",1316,"SD09044","2021-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,4.9,12.6,6.6,19.2,19.8,19.7666666666667,25.6333333333333,19.7833333333333,21.7333333333333,437433,0,1.7,4.9,12.6,17.5,30.1,-11.6367642857143,-12.3782404761904,-9.49416238095237,-12.0075023809524,-11.1697223809524,0
"1317",1317,"SD05142","2019-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,25.3,68.5,34.5,103,20.8333333333333,25.5333333333333,31.0666666666667,23.1833333333333,25.8111111111111,141089,0,9.2,25.3,42.5161612148182,67.8161612148182,110.332322429636,-12.3825380952381,-11.3777780952381,-5.43491904761904,-11.8801580952381,-9.73174507936506,0
"1318",1318,"SD05142","2020-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.1,8.3,24.8,37.4,62.2,21.5,20.9666666666667,25.2,21.2333333333333,22.5555555555556,141089,0,29.1,8.3,24.8,33.1,57.9,-11.9380957142857,-12.2492047619047,-11.7111114285714,-12.0936502380952,-11.9661373015873,0
"1319",1319,"SD05142","2020-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8,29.1,8.3,64.9,73.2,22.6666666666667,21.3333333333333,21.2333333333333,22,21.7444444444444,141089,0,35.8,29.1,8.3,37.4,45.7,-13.5809504761904,-12.1047623809524,-11.9825380952381,-12.8428564285714,-12.5560836507936,0
"1320",1320,"SD05142","2020-03-01","2020-03-01","Kiir Adem",9.687,26.82,"Incoming","SDN","East Darfur","SD05","Ed Daein","SD05142",0,NA,"SSD","Northern Bahr El Ghazal","SS05","Aweil North","SS0503",0,NA,1,0,"Unknown","Indefinite",0,0,1,"Conflict Displacement","Insecurity Generalised Violence","Truck",1,1,0,0,0,0,0,1,0,0,"SSD","None","None",1,0,0,1,NA,NA,NA,18334.7343389131,"2020-03-01",119.2,35.8,29.1,155,184.1,27.2666666666667,22.4666666666667,21.5,24.8666666666667,23.7444444444444,141089,7.08772476947175,119.137373737364,35.8,29.1,64.9,94,-12.1142861904762,-13.7809504761904,-11.9380957142857,-12.9476183333333,-12.6111107936508,0
"1321",1321,"SD05142","2020-04-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.9,119.2,35.8,218.1,253.9,27.2666666666667,27.3333333333333,22.6666666666667,27.3,25.7555555555556,141089,0,98.7181817784546,119.137373737364,35.8,154.937373737364,190.737373737364,-13.5555561904762,-12.0476195238096,-13.5809504761904,-12.8015878571429,-13.0613753968254,0
"1322",1322,"SD05142","2020-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.6,98.9,119.2,237.5,356.7,39.0666666666667,27.2666666666667,27.3333333333333,33.1666666666667,31.2222222222222,141089,0,121.355555660454,98.7181817784546,119.137373737364,217.855555515818,336.992929253182,-0.904761904761934,-13.5555561904762,-12.0476195238096,-7.23015904761908,-8.83597920634925,0
"1323",1323,"SD05142","2020-06-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.6,138.4,98.9,385,483.9,40.8333333333333,39.4,27.3666666666667,40.1166666666667,35.8666666666667,141089,0,177.866668384,121.155555660455,98.7181817784546,219.873737438909,318.591919217364,5.05555619047624,-0.571428571428605,-13.4555561904762,2.24206380952382,-2.9904761904762,0
"1324",1324,"SD05142","2020-07-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.2,246.6,138.4,378.8,517.2,40.8666666666667,40.8333333333333,39.4,40.85,40.3666666666667,141089,0,12.589900971818,177.866668384,121.155555660455,299.022224044455,420.177779704909,6.87619095238097,5.05555619047624,-0.571428571428605,5.9658735714286,3.78677285714287,0
"1325",1325,"SD05142","2020-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416.7,138.6,244.4,555.3,799.7,38.1333333333333,40.8666666666667,40.8,39.5,39.9333333333333,141089,0,261.560605837273,18.989900971818,175.666668384,194.656569355818,370.323237739818,5.84761904761903,6.87619095238097,5.0222228571429,6.361905,5.9153442857143,0
"1326",1326,"SD05142","2020-09-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304.7,402.5,156.2,707.2,863.4,36.0333333333333,38.2333333333333,40.7333333333333,37.1333333333333,38.3333333333333,141089,0,215.388892319091,247.360605837273,36.589900971818,283.950506809091,320.540407780909,2.13809476190473,5.94761904761904,6.74285761904763,4.04285690476188,4.94285714285713,0
"1327",1327,"SD05142","2020-10-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.3,304.7,402.5,471,873.5,27.9666666666667,36.0333333333333,38.2333333333333,32,34.0777777777778,141089,0,140.316161214818,215.388892319091,247.360605837273,462.749498156364,710.110103993637,-8.53491904761904,2.13809476190473,5.94761904761904,-3.19841214285715,-0.14973507936509,0
"1328",1328,"SD05142","2020-11-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,160.7,309.7,175.4,485.1,26.0333333333333,27.7666666666667,35.8333333333333,26.9,29.8777777777778,141089,0,14.7,134.716161214818,220.388892319091,355.105053533909,575.493945853,-10.8777780952381,-8.73491904761904,1.93809476190474,-9.80634857142855,-5.89153412698412,0
"1329",1329,"SD05142","2020-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,14.7,160.7,19.4,180.1,19.9666666666667,26.0333333333333,27.7666666666667,23,24.5888888888889,141089,0,4.7,14.7,134.716161214818,149.416161214818,284.132322429636,-13.2492047619047,-10.8777780952381,-8.73491904761904,-12.0634914285714,-10.9539673015873,0
"1330",1330,"SD05142","2021-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,4.7,13.9,6.2,20.1,19.8,19.7666666666667,25.6333333333333,19.7833333333333,21.7333333333333,141089,0,1.5,4.7,13.9,18.6,32.5,-13.6380957142857,-13.4492047619047,-11.2777780952381,-13.5436502380952,-12.7883595238095,0
"1331",1331,"SD05139","2019-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,28,66.6,38.8,105.4,20.8333333333333,25.5333333333333,31.0666666666667,23.1833333333333,25.8111111111111,131396,0,10.8,28,42.6750992067273,70.6750992067273,113.350198413455,-13.613870952381,-11.771790952381,-5.65460476190473,-12.692830952381,-10.3467555555556,9
"1332",1332,"SD05139","2020-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1,10.4,27,32.5,59.5,21.5,20.9666666666667,25.2,21.2333333333333,22.5555555555556,131396,0,22.1,10.4,27,37.4,64.4,-12.5038814285714,-13.4805376190476,-12.1051242857143,-12.9922095238095,-12.6965144444444,9
"1333",1333,"SD05139","2020-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7,22.1,10.4,58.8,69.2,22.6666666666667,21.3333333333333,21.2333333333333,22,21.7444444444444,131396,0,36.7,22.1,10.4,32.5,42.9,-14.4389247619047,-12.6705480952381,-13.213870952381,-13.5547364285714,-13.4411146031746,9
"1334",1334,"SD05139","2020-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.6,36.7,22.1,150.3,172.4,27.2666666666667,22.4666666666667,21.5,24.8666666666667,23.7444444444444,131396,0,113.267984189727,36.7,22.1,58.8,80.9,-13.0074019047619,-14.6389247619047,-12.5038814285714,-13.8231633333333,-13.3834026984127,9
"1335",1335,"SD05139","2020-04-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,113.8,36.7,223.8,260.5,27.2666666666667,27.3333333333333,22.6666666666667,27.3,25.7555555555556,131396,0,109.201581033636,113.467984189727,36.7,150.167984189727,186.867984189727,-14.4903219047619,-12.9407352380953,-14.4389247619047,-13.7155285714286,-13.9566606349206,9
"1336",1336,"SD05139","2020-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.1,110,113.8,235.1,348.9,39.0666666666667,27.2666666666667,27.3333333333333,33.1666666666667,31.2222222222222,131396,0,102.775888865636,109.201581033636,113.467984189727,222.669565223364,336.137549413091,-1.51019761904763,-14.4903219047619,-12.9407352380953,-8.00025976190478,-9.64708492063494,9
"1337",1337,"SD05139","2020-06-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253.3,124.9,110,378.2,488.2,40.8333333333333,39.4,27.3666666666667,40.1166666666667,35.8666666666667,131396,0,179.919064308454,102.575888865636,109.201581033636,211.777469899273,320.979050932909,5.33877047619043,-1.1768642857143,-14.3903219047619,2.08095309523807,-3.40947190476193,9
"1338",1338,"SD05139","2020-07-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.8,253.3,124.9,380.1,505,40.8666666666667,40.8333333333333,39.4,40.85,40.3666666666667,131396,0,6.010477506364,179.919064308454,102.575888865636,282.494953174091,385.070842039727,6.45672952380956,5.33877047619043,-1.1768642857143,5.89775,3.53954523809523,9
"1339",1339,"SD05139","2020-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401.7,131.9,252.4,533.6,786,38.1333333333333,40.8666666666667,40.8,39.5,39.9333333333333,131396,0,252.72568779,11.110477506364,179.019064308455,190.129541814819,369.148606123273,5.62401761904763,6.45672952380956,5.30543714285709,6.0403735714286,5.79539476190476,9
"1340",1340,"SD05139","2020-09-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293.4,387.5,149.5,680.9,830.4,36.0333333333333,38.2333333333333,40.7333333333333,37.1333333333333,38.3333333333333,131396,0,204.773521936364,238.52568779,28.710477506364,267.236165296364,295.946642802728,2.03100333333333,5.72401761904764,6.32339619047623,3.87751047619048,4.69280571428573,9
"1341",1341,"SD05139","2020-10-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257.4,293.4,387.5,550.8,938.3,27.9666666666667,36.0333333333333,38.2333333333333,32,34.0777777777778,131396,0,233.475099206727,204.773521936364,238.52568779,443.299209726364,681.824897516364,-8.75460476190473,2.03100333333333,5.72401761904764,-3.3618007142857,-0.333194603174589,9
"1342",1342,"SD05139","2020-11-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,255.2,295,269.9,564.9,26.0333333333333,27.7666666666667,35.8333333333333,26.9,29.8777777777778,131396,0,14.7,231.275099206727,206.373521936364,437.648621143091,644.022143079455,-11.271790952381,-8.95460476190473,1.83100333333334,-10.1131978571428,-6.13179746031745,9
"1343",1343,"SD05139","2020-12-01","2020-12-01","Warawara",9.146,27.613,"Incoming","SDN","East Darfur","SD05","Adila","SD05139",0,NA,"SSD","Northern Bahr El Ghazal","SS05","Aweil East","SS0502",0,NA,1,1,"5+ Years","Indefinite",0,0,1,"Conflict Displacement","Insecurity Generalised Violence","Animals",1,4,1,0,1,0,0,1,1,0,"SSD","None","None",4,0,0,4,NA,NA,NA,18600.6716945653,"2020-12-01",4,14.7,255.2,18.7,273.9,19.9666666666667,26.0333333333333,27.7666666666667,23,24.5888888888889,131396,30.4423270114768,4,14.7,231.275099206727,245.975099206727,477.250198413455,-14.4805376190476,-11.271790952381,-8.95460476190473,-12.8761642857143,-11.5689777777778,9
"1344",1344,"SD05139","2021-01-01","2021-01-01","Majokyinthiou",9.687,27.773,"Incoming","SDN","East Darfur","SD05","Adila","SD05139",0,NA,"SSD","Northern Bahr El Ghazal","SS05","Aweil East","SS0502",0,NA,1,1,"5+ Years","Indefinite",0,0,1,"Conflict Displacement","Insecurity Generalised Violence","Three Wheel",5,26,5,3,6,0,3,5,4,0,"SSD","None","None",26,0,0,26,NA,NA,NA,18637.3358472827,"2021-01-01",1.7,4,13.9,5.7,19.6,19.8,19.7666666666667,25.6333333333333,19.7833333333333,21.7333333333333,131396,197.875125574599,1.7,4,13.9,17.9,31.8,-14.2038814285714,-14.6805376190476,-11.671790952381,-14.4422095238095,-13.5187366666667,9
"1345",1345,"SD04115","2019-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,28.6,71,36.9,107.9,20.8333333333333,25.5333333333333,31.0666666666667,23.1833333333333,25.8111111111111,626726,0,8.3,28.6,57.3723263018182,85.9723263018182,143.344652603636,-12.3767538095238,-10.0864138095238,-4.96589619047623,-11.2315838095238,-9.14302126984125,0
"1346",1346,"SD04115","2020-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.6,7.9,27.6,35.5,63.1,21.5,20.9666666666667,25.2,21.2333333333333,22.5555555555556,626726,0,27.6,7.9,27.6,35.5,63.1,-11.7447457142857,-12.2434204761904,-10.4197471428571,-11.9940830952381,-11.4693044444444,0
"1347",1347,"SD04115","2020-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7,27.6,7.9,64.3,72.2,22.6666666666667,21.3333333333333,21.2333333333333,22,21.7444444444444,626726,0,36.7,27.6,7.9,35.5,43.4,-13.2545533333333,-11.9114123809524,-11.9767538095238,-12.5829828571428,-12.3809065079365,0
"1348",1348,"SD04115","2020-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.7,36.7,27.6,149.4,177,27.2666666666667,22.4666666666667,21.5,24.8666666666667,23.7444444444444,626726,0,112.694652406364,36.7,27.6,64.3,91.9,-10.8562333333333,-13.4545533333333,-11.7447457142857,-12.1553933333333,-12.0185107936508,0
"1349",1349,"SD04115","2020-04-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.7,112.7,36.7,215.4,252.1,27.2666666666667,27.3333333333333,22.6666666666667,27.3,25.7555555555556,626726,0,102.419919786273,112.694652406364,36.7,149.394652406364,186.094652406364,-12.1818633333333,-10.7895666666667,-13.2545533333333,-11.485715,-12.0753277777778,0
"1350",1350,"SD04115","2020-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.7,102.7,112.7,240.4,353.1,39.0666666666667,27.2666666666667,27.3333333333333,33.1666666666667,31.2222222222222,626726,0,121.432620582364,102.419919786273,112.694652406364,215.114572192636,327.809224599,-0.692786190476227,-12.1818633333333,-10.7895666666667,-6.43732476190478,-7.88807206349208,0
"1351",1351,"SD04115","2020-06-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274.4,137.5,102.7,411.9,514.6,40.8333333333333,39.4,27.3666666666667,40.1166666666667,35.8666666666667,626726,0,221.023661325636,121.232620582364,102.419919786273,223.652540368636,326.072460154909,3.77871190476193,-0.359452857142898,-12.0818633333333,1.70962952380952,-2.88753476190477,0
"1352",1352,"SD04115","2020-07-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.1,274.4,137.5,402.5,540,40.8666666666667,40.8333333333333,39.4,40.85,40.3666666666667,626726,0,-35.808420842727,221.023661325636,121.232620582364,342.256281908,463.488902490364,6.17548952380957,3.77871190476193,-0.359452857142898,4.97710071428575,3.19824952380953,0
"1353",1353,"SD04115","2020-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427.4,133.2,273.5,560.6,834.1,38.1333333333333,40.8666666666667,40.8,39.5,39.9333333333333,626726,0,195.987570019091,-30.708420842727,220.123661325636,189.415240482909,409.538901808546,7.14488761904763,6.17548952380957,3.7453785714286,6.6601885714286,5.68858523809527,0
"1354",1354,"SD04115","2020-09-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292,413.2,150.8,705.2,856,36.0333333333333,38.2333333333333,40.7333333333333,37.1333333333333,38.3333333333333,626726,0,209.733954436364,181.787570019091,-13.108420842727,168.679149176364,155.570728333637,2.36106476190473,7.24488761904763,6.04215619047623,4.80297619047618,5.2160361904762,0
"1355",1355,"SD04115","2020-10-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252.4,292,413.2,544.4,957.6,27.9666666666667,36.0333333333333,38.2333333333333,32,34.0777777777778,626726,0,238.772326301818,209.733954436364,181.787570019091,391.521524455455,573.309094474546,-8.06589619047623,2.36106476190473,7.24488761904763,-2.85241571428575,0.513352063492043,0
"1356",1356,"SD04115","2020-11-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,246.8,297,259.4,556.4,26.0333333333333,27.7666666666667,35.8333333333333,26.9,29.8777777777778,626726,0,12.6,233.172326301818,214.733954436364,447.906280738182,662.640235174545,-9.58641380952377,-8.26589619047623,2.16106476190473,-8.926155,-5.23041507936509,0
"1357",1357,"SD04115","2020-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,12.6,246.8,17.9,264.7,19.9666666666667,26.0333333333333,27.7666666666667,23,24.5888888888889,626726,0,5.3,12.6,233.172326301818,245.772326301818,478.944652603636,-13.2434204761904,-9.58641380952377,-8.26589619047623,-11.4149171428571,-10.3652434920635,0
