"","X","admin2codes","month.dep","interview.month","fmp.name","fmp.latitude","fmp.longitude","direction","dep.country","dep.adm1","dep.adm1.pcode","dep.adm2","dep.adm2.pcode","dep.iscamp","dep.camp","dest.country","dest.adm1","dest.adm1.pcode","dest.adm2","dest.adm2.pcode","dest.iscamp","dest.camp","dest.habres","lmt.migration","time.atdep","time.atdest","registered.refugees","return.relocation","forced.displacement","reason","reason.subtype","transport","groups","total.ind","female.04","female.517","female.1859","female.60","male.04","male.517","male.1859","male.60","nationality.first","nationality.second","nationality.third","nationality.first.ind","nationality.second.ind","nationality.third.ind","nationality.ssd.ind","dep.lon","dep.lat","distance_travelled","dep.date","dep.month","rain.dep.month","rain.month.before","rain.two.months.before","rain.sum.2.months","rain.sum.3.months","temp.dep.month","temp.month.before","temp.two.months.before","temp.sum.2.months","temp.sum.3.months","population2021","mig.per.1000000","rel.rain.dep.month","rel.rain.month.before","rel.rain.two.months.before","rel.rain.sum.2.months","rel.rain.sum.3.months","rel.temp.dep.month","rel.temp.month.before","rel.temp.two.months.before","rel.temp.sum.2.months","rel.temp.sum.3.months","conflict_deaths"
"1",1,"SS0101","2019-12-01","2020-01-01","Kerwa",3.711,31.308,"Outgoing","SSD","Central Equatoria","SS01","Juba","SS0101",0,NA,"UGA","Yumbe","UG313","Aringa","UG3131",1,"Kerwa CP",0,0.5,"5+ Years","Unknown",0,0,1,"Conflict Displacement","Insecurity Generalised Violence","Foot",4,37,0,4,6,0,1,5,20,1,"UGA","None","None",37,0,0,8,NA,NA,121118.306812061,18252.7763386376,"2019-12-01",0,48.260000000193,27.9400000001118,48.260000000193,76.2000000003048,21.1,22.1333333333333,28.4333333333333,21.6166666666667,23.8888888888889,509958,72.5549947250558,-11.5628559413636,12.5466484156475,-82.4735205453432,-69.9268721296957,-152.400392675039,-15.2206842857143,-12.582610952381,-4.49523809523807,-13.9016476190476,-10.7661777777778,511
"2",2,"SS0101","2020-01-01","2020-01-01","Elegu",3.57,32.072,"Outgoing","SSD","Central Equatoria","SS01","Juba","SS0101",0.0645161290322581,NA,"UGA","Amuru","UG316","Kilak","UG3161",0.967741935483871,"Elegu CP I",0,0.0967741935483871,"5+ Years","Unknown",0.225806451612903,0,1,"Food Insecurity","Conflict Induced","Taxi Or Car",50,427,36,124,79,7,26,90,51,14,"SSD","None","None",427,0,0,418,NA,NA,143442.459166533,18275.2416730812,"2020-01-01",40.6400000001626,0,48.260000000193,40.6400000001626,88.9000000003556,18.2,20.7666666666667,22.0333333333333,19.4833333333333,20.3333333333333,509958,837.323858043211,39.0903269356171,-11.5628559413636,12.5466484156475,0.983792474283939,13.5304408899315,-19.3565128571429,-15.5540176190476,-12.682610952381,-17.4552652380953,-15.8643804761905,511
"3",3,"SS0101","2020-02-01","2020-02-01","Elegu",3.57,32.072,"Outgoing","SSD","Central Equatoria","SS01","Juba","SS0101",0.116279069767442,NA,"UGA","Amuru","UG316","Kilak","UG3161",0.930232558139535,"Elegu CP I",0,0.255813953488372,"5+ Years","Unknown",0.232558139534884,0,1,"Conflict Displacement","Conflict Induced","Taxi Or Car",80,877,55,263,178,26,46,220,71,18,"SSD","None","None",877,0,0,864,NA,NA,143442.459166533,18306.3320644283,"2020-02-01",0,40.6400000001626,0,40.6400000001626,40.6400000001626,23.4,18.5,20.5333333333333,20.95,20.8111111111111,509958,1719.74946956416,-11.1867745058182,39.0903269356171,-11.5628559413636,27.5274709942535,15.9646150528899,-15.3810714285714,-19.0565128571429,-15.787350952381,-17.2187921428572,-16.7416450793651,511
"4",4,"SS0101","2020-03-01","2020-03-01","Elegu",3.57,32.072,"Outgoing","SSD","Central Equatoria","SS01","Juba","SS0101",0.136363636363636,NA,"UGA","Amuru","UG316","Kilak","UG3161",0.818181818181818,"Elegu CP I",0,0.0454545454545455,"5+ Years","Unknown",0.363636363636364,0,1,"Food Insecurity","Conflict Induced","Taxi Or Car",24,257,8,56,61,13,7,78,32,2,"SSD","None","None",257,0,0,257,NA,NA,143442.459166533,18335.1743687015,"2020-03-01",53.3400000002134,0,40.6400000001626,53.3400000002134,93.9800000003759,24.4333333333333,23.2666666666667,18.2,23.85,21.9666666666667,509958,503.963071468631,27.2738745249407,-11.1867745058182,39.0903269356171,27.9035524297989,66.993879365416,-13.2711752380953,-15.5144047619047,-19.3565128571429,-14.39279,-16.0473642857143,511
"5",5,"SS0101","2020-04-01","2020-04-01","Yei Bus Stop",4.093,30.678,"Internal","SSD","Central Equatoria","SS01","Juba","SS0101",0,NA,"SSD","Central Equatoria","SS01","Yei","SS0106",0,NA,0.666666666666667,0,"5+ Years","Unknown",0,0,1,"Disaster Displacement","Other","Taxi Or Car",5,13,0,2,4,0,5,1,1,0,"SSD","None","None",13,0,0,13,NA,NA,113214.85495543,18366.8678514504,"2020-04-01",66.0400000002642,53.3400000002134,0,119.380000000478,119.380000000478,27.8666666666667,24.4,23.4,26.1333333333333,25.2222222222222,509958,25.4922954439385,-19.6232586242812,27.2738745249407,-11.1867745058182,16.0871000191225,4.90032551330426,-8.40297190476193,-13.3045085714286,-15.3810714285714,-10.8537402380953,-12.3628506349206,511
"6",6,"SS0101","2020-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.500000000762,66.0400000002642,53.3400000002134,256.540000001026,309.880000001239,34.1666666666667,27.8666666666667,24.4,31.0166666666667,28.8111111111111,509958,0,76.387788048035,-19.6232586242812,27.2738745249407,7.65061590065941,34.9244904256001,0.841342380952362,-8.40297190476193,-13.3045085714286,-3.78081476190479,-6.95537936507939,511
"7",7,"SS0101","2020-06-01","2020-06-01","Juba Gabat Port",4.861,31.616,"Internal","SSD","Central Equatoria","SS01","Juba","SS0101",0.666666666666667,NA,"SSD","Unity","SS06","Mayendit","SS1101",0,NA,1,0,"5+ Years","Unknown",0,0,1,"Conflict Displacement","Insecurity Generalised Violence","Boat",3,14,1,2,6,1,1,1,2,0,"SSD","None","None",14,0,0,14,NA,NA,185810.423024199,18424.9938169418,"2020-06-01",5.08000000002032,190.500000000762,66.0400000002642,195.580000000782,261.620000001046,39.9,34.3666666666667,27.8,37.1333333333333,34.0222222222222,509958,27.4532412473184,-96.1600354545247,76.387788048035,-19.6232586242812,56.7645294237537,37.1412707994725,8.0045742857143,1.04134238095236,-8.4696385714286,4.52295833333333,0.192092698412688,511
"8",8,"SS0101","2020-07-01","2020-07-01","Juba Gabat Port",4.861,31.616,"Internal","SSD","Central Equatoria","SS01","Juba","SS0101",1,"UNMISS Juba POC 1","SSD","Unity","SS06","Rubkona","SS0609",0,NA,1,1,"5+ Years","Indefinite",0,0,1,"Conflict Displacement","Personal Insecurity Because Of Generalised Violence (area Unsafe)","Boat",1,5,0,1,1,0,1,0,2,0,"SSD","None","None",5,0,0,5,NA,NA,21748.0948317239,18458.1300762067,"2020-07-01",5.08000000002032,5.08000000002032,190.500000000762,10.1600000000406,200.660000000803,42.4333333333333,39.9,34.3666666666667,41.1666666666667,38.9,509958,9.80472901689943,-135.351880909071,-96.1600354545247,76.387788048035,-19.7722474064897,56.6155406415453,11.507249047619,8.0045742857143,1.04134238095236,9.75591166666666,6.85105523809523,511
"9",9,"SS0101","2020-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.54000000001016,7.62000000003048,2.54000000001016,10.1600000000406,43.1666666666667,42.1666666666667,40.1333333333333,42.6666666666667,41.8222222222222,509958,0,-137.59196,-137.891880909081,-93.6200354545145,-231.511916363595,-325.13195181811,12.277870952381,11.2405823809524,8.23790761904763,11.7592266666667,10.5854536507937,511
"10",10,"SS0101","2020-09-01","2020-09-01","Wau Bus Station (Juba)",4.858,28.023,"Internal","SSD","Central Equatoria","SS01","Juba","SS0101",0.142857142857143,NA,"SSD","Warrap","SS08","Gogrial West","SS0802",0,NA,0.571428571428571,0.285714285714286,"1-7 Days",">1 Year",0.142857142857143,0,1,"Disaster Displacement","Destroyed Home","Bus",7,57,5,12,14,2,3,8,10,3,"SSD","None","None",57,0,0,57,NA,NA,222671.768224176,18516.3937628685,"2020-09-01",589.280000002357,2.54000000001016,2.54000000001016,591.820000002367,594.360000002377,34.7666666666667,43.3333333333333,41.8666666666667,39.05,39.9888888888889,509958,111.773910792654,478.208180002357,-135.05195999999,-137.891880909081,-272.943840909071,-410.835721818152,2.43239523809527,12.4445376190476,10.9405823809524,7.43846642857145,8.60583841269842,511
"11",11,"SS0101","2020-10-01","2020-10-01","Juba Customs Bus Station",4.848,31.579,"Internal","SSD","Central Equatoria","SS01","Juba","SS0101",0,NA,"SSD","Central Equatoria","SS01","Yei","SS0106",0.5,NA,0.2,0.1,"1-7 Days","Unknown",0.2,0,1,"Disaster Displacement","Destroyed Home","Taxi Or Car",16,68,3,10,16,2,5,15,14,3,"SSD","None","None",68,0,0,68,NA,NA,31139.8910293269,18550.664829419,"2020-10-01",0,589.280000002357,2.54000000001016,589.280000002357,591.820000002367,27.9666666666667,34.7666666666667,43.3333333333333,31.3666666666667,35.3555555555556,509958,133.344314629832,-110.413520545455,478.208180002357,-135.05195999999,343.156220002367,208.104260002377,-4.96190476190474,2.43239523809527,12.4445376190476,-1.26475476190473,3.30500936507939,511
"12",12,"SS0101","2020-11-01","2020-11-01","Juba Customs Bus Station",4.848,31.579,"Internal","SSD","Central Equatoria","SS01","Juba","SS0101",0,NA,"SSD","Central Equatoria","SS01","Yei","SS0106",1,"Goli IDP Site",0.125,0.125,"1-7 Days","Unknown",0,0,1,"Disaster Displacement","Destroyed Home","Taxi Or Car",22,70,5,15,22,2,4,8,14,0,"SSD","None","None",70,0,0,70,NA,NA,18022.8148783105,18581.8197718512,"2020-11-01",0,0,561.340000002245,0,561.340000002245,23.5,27.5,34.9333333333333,25.5,28.6444444444444,509958,137.266206236592,-35.7133515845455,-110.413520545455,450.268180002245,339.85465945679,790.122839459036,-11.2159442857143,-5.4285714285714,2.59906190476193,-8.32225785714285,-4.68181793650792,511
"13",13,"SS0101","2020-12-01","2020-12-01","Juba River Port",4.848,31.579,"Internal","SSD","Central Equatoria","SS01","Juba","SS0101",0,NA,"SSD","Central Equatoria","SS01","Yei","SS0106",1,"Other",0,0,"1-7 Days","Unknown",0,0,1,"Disaster Displacement","Destroyed Home","Taxi Or Car",2,6,0,0,3,0,0,0,3,0,"SSD","None","None",6,0,0,6,NA,NA,19915.9971828321,18611.4737023359,"2020-12-01",0,0,0,0,0,19.6333333333333,23.5,27.5,21.5666666666667,23.5444444444444,509958,11.7656748202793,-11.5628559413636,-35.7133515845455,-110.413520545455,-146.12687213,-256.540392675456,-16.687350952381,-11.2159442857143,-5.4285714285714,-13.9516476190476,-11.1106222222222,511
"14",14,"SS0101","2021-01-01","2021-01-01","Juba Customs Bus Station",4.848,31.579,"Internal","SSD","Central Equatoria","SS01","Juba","SS0101",0,NA,"SSD","Central Equatoria","SS01","Yei","SS0106",1,"Goli IDP Site",0,0,"8 Days-3 Months","Unknown",0,0,1,"Food Insecurity","Natural Disaster Induced Food Insecurity","Taxi Or Car",1,7,1,2,1,0,0,3,0,0,"SSD","None","None",7,0,0,7,NA,NA,18022.8148783105,18642.8197718512,"2021-01-01",0,0,0,0,0,20.5,19.3,23.4666666666667,19.9,21.0888888888889,509958,13.7266206236592,-1.54967306454545,-11.5628559413636,-35.7133515845455,-47.2762075259091,-82.9895591104546,-17.0565128571429,-17.0206842857143,-11.2492776190476,-17.0385985714286,-15.1088249206349,511
"15",15,"SS0102","2019-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35.5600000001422,116.840000000467,35.5600000001422,152.40000000061,19.9,20.7,26.6,20.3,22.4,226982,0,-23.4060094730909,-22.5971647581305,-39.4612324540776,-62.0583972122081,-101.519629666286,-14.5261485714286,-12.6765128571429,-5.0464885714286,-13.6013307142857,-10.7497166666667,117
"16",16,"SS0102","2020-01-01","2020-01-01","Kerwa",3.711,31.308,"Outgoing","SSD","Central Equatoria","SS01","Kajo-Keji","SS0102",0.111111111111111,NA,"UGA","Yumbe","UG313","Aringa","UG3131",0.888888888888889,"Elegu CP I",0,0.111111111111111,"5+ Years","Unknown",0.333333333333333,0,1,"Food Insecurity","Natural Disaster Induced","Taxi Or Car",11,65,4,11,19,4,2,1,18,6,"SSD","None","None",65,0,0,36,NA,NA,49030.3963803773,18274.7650670228,"2020-01-01",50.8000000002032,0,35.5600000001422,50.8000000002032,86.3600000003454,17.1666666666667,19.6333333333333,20.5333333333333,18.4,19.1111111111111,226982,286.366319796283,47.7899845917486,-23.4060094730909,-22.5971647581305,-46.0031742312214,-68.6003389893518,-19.5948347619047,-14.7928152380953,-12.8431795238096,-17.193825,-15.7436098412699,117
"17",17,"SS0102","2020-02-01","2020-02-01","Kerwa",3.738,31.307,"Outgoing","SSD","Central Equatoria","SS01","Kajo-keji","SS0102",0,NA,"UGA","Central Equatoria","SS01","East Moyo","SS0102",0.5,NA,0.25,0.25,"5+ Years","Unknown",0.75,0,1,"Conflict Displacement","Conflict Induced","Motorbike",4,12,0,0,1,0,1,0,10,0,"SSD","None","None",12,0,0,12,NA,NA,37875.7178851815,18306.2845482696,"2020-02-01",0,50.8000000002032,0,50.8000000002032,50.8000000002032,22.3,17.4666666666667,19.4666666666667,19.8833333333333,19.7444444444444,226982,52.8676282700831,-17.6001545298182,47.7899845917486,-23.4060094730909,24.3839751186577,0.977965645566847,-14.7605314285714,-19.2948347619047,-14.9594819047619,-17.0276830952381,-16.3382826984127,117
"18",18,"SS0102","2020-03-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,563.880000002255,0,50.8000000002032,563.880000002255,614.680000002459,22.7,22.1666666666667,17.1666666666667,22.4333333333333,20.6777777777778,226982,0,523.304499786983,-17.6001545298182,47.7899845917486,30.1898300619304,77.9798146536791,-13.2237271428571,-14.8938647619047,-19.5948347619047,-14.0587959523809,-15.9041422222222,117
"19",19,"SS0102","2020-04-01","2020-04-01","Kerwa",3.738,31.307,"Outgoing","SSD","Central Equatoria","SS01","Kajo-Keji","SS0102",0,NA,"UGA","Yumbe","UG313","Aringa","UG3131",0.125,NA,0.125,0,"8 Days-3 Months","Unknown",0.5,0,1,"Conflict Displacement","Insecurity Generalised Violence","Bike",8,22,1,3,5,0,1,1,11,0,"SSD","None","None",22,0,0,15,NA,NA,24441.2690553027,18365.5864246808,"2020-04-01",452.120000001808,563.880000002255,0,1016.00000000406,1016.00000000406,25.3333333333333,22.5666666666667,22.3,23.95,23.4,226982,96.923985161819,352.861142144536,523.304499786983,-17.6001545298182,505.704345257165,488.104190727346,-7.75262238095237,-13.3570604761904,-14.7605314285714,-10.5548414285714,-11.9567380952381,117
"20",20,"SS0102","2020-05-01","2020-05-01","Kerwa",3.738,31.307,"Outgoing","SSD","Central Equatoria","SS01","Kajo-Keji","SS0102",0,NA,"UGA","Yumbe","UG313","Aringa","UG3131",0.6,"Bidibidi",0.2,0,"8 Days-3 Months","No Answer",0.8,0,1,"Conflict Displacement","Insecurity Generalised Violence","Bike",6,10,2,1,3,0,0,1,3,0,"SSD","None","None",10,0,0,10,NA,NA,24441.2690553027,18396.9245841616,"2020-05-01",53.3400000002134,452.120000001808,563.880000002255,505.460000002022,1069.34000000428,31.4666666666667,25.3333333333333,22.5666666666667,28.4,26.4555555555556,226982,44.0563568917359,-72.9180885206956,352.861142144536,523.304499786983,876.165641931519,1399.4701417185,-0.747619047619036,-7.75262238095237,-13.3570604761904,-4.2501207142857,-7.28576730158728,117
"21",21,"SS0102","2020-06-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.600000000406,60.9600000002438,452.120000001808,162.56000000065,614.680000002459,36.8666666666667,31.7,25.4,34.2833333333333,31.3222222222222,226982,0,-21.6742672723206,-65.2980885206652,352.861142144536,287.563053623871,640.424195768406,5.91751523809527,-0.514285714285702,-7.6859557142857,2.70161476190478,-0.760908730158713,117
"22",22,"SS0102","2020-07-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.1200000002845,101.600000000406,60.9600000002438,172.720000000691,233.680000000935,39.7666666666667,36.8666666666667,31.7,38.3166666666667,36.1111111111111,226982,0,-88.9639763633515,-21.6742672723206,-65.2980885206652,-86.9723557929858,-152.270444313651,9.58385809523807,5.91751523809527,-0.514285714285702,7.75068666666667,4.99569587301588,117
"23",23,"SS0102","2020-08-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4000000001016,66.0400000002642,101.600000000406,91.4400000003658,193.040000000772,40.8666666666667,39.5333333333333,37.1,40.2,39.1666666666667,226982,0,-138.28567181808,-94.0439763633718,-21.6742672723206,-115.718243635692,-137.392510908013,11.0349466666667,9.35052476190473,6.1508485714286,10.1927357142857,8.84544,117
"24",24,"SS0102","2020-09-01","2020-09-01","Kerwa",3.738,31.307,"Outgoing","SSD","Central Equatoria","SS01","Kajo-keji","SS0102",0,NA,"UGA","Yumbe","UG313","Aringa","UG3131",0,NA,0.5,0,"5+ Years","Unknown",0,0,1,"Conflict Displacement","Other","Motorbike",2,4,0,0,2,0,0,0,2,0,"SSD","None","None",4,0,0,4,NA,NA,24441.2690553027,18520.5111746189,"2020-09-01",121.920000000488,66.0400000002642,66.0400000002642,187.960000000752,254.000000001016,32.3666666666667,40.9,39.3333333333333,36.6333333333333,37.5333333333333,226982,17.6225427566944,-19.8804627267853,-97.6456718179178,-94.0439763633718,-191.68964818129,-285.733624544661,1.14632809523807,11.06828,9.15052476190474,6.10730404761903,7.12171095238093,117
"25",25,"SS0102","2020-10-01","2020-10-01","Kerwa",3.738,31.307,"Outgoing","SSD","Central Equatoria","SS01","Kajo-keji","SS0102",0,NA,"UGA","Yumbe","UG313","Aringa","UG3131",0.4,NA,0.2,0,"1-5 Years","Unknown",0.2,0,1,"Conflict Displacement","Insecurity Generalised Violence","Foot",6,10,0,2,4,0,0,0,4,0,"SSD","None","None",10,0,0,10,NA,NA,25802.253233675,18547.6568207377,"2020-10-01",2.54000000001016,121.920000000488,66.0400000002642,124.460000000498,190.500000000762,26.6,32.3666666666667,40.9,29.4833333333333,33.2888888888889,226982,44.0563568917359,-153.761232454535,-19.8804627267853,-97.6456718179178,-117.526134544703,-215.171806362621,-5.0464885714286,1.14632809523807,11.06828,-1.95008023809526,2.38937317460316,117
"26",26,"SS0102","2020-11-01","2020-11-01","Kerwa",3.738,31.307,"Outgoing","SSD","Central Equatoria","SS01","Kajo-keji","SS0102",0,NA,"SSD","Central Equatoria","SS01","Yei","SS0106",0.5,NA,0.5,0,"8 Days-3 Months","Unknown",0,0,1,"Conflict Displacement","Insecurity Generalised Violence","Foot",2,6,1,2,1,0,0,0,2,0,"SSD","None","None",6,0,0,6,NA,NA,65629.6803821173,18579.0217826359,"2020-11-01",83.8200000003353,2.54000000001016,73.6600000002946,86.3600000003455,160.02000000064,21.7333333333333,26.0666666666667,32.5666666666667,23.9,26.7888888888889,226982,26.4338141350415,25.6628352420626,-153.761232454535,-68.1404627269784,-221.901695181513,-290.042157908492,-11.6431795238096,-5.57982190476193,1.34632809523807,-8.61150071428575,-5.29222444444448,117
"27",27,"SS0102","2020-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.62000000003048,83.8200000003353,2.54000000001016,91.4400000003658,93.9800000003759,17.4,21.7333333333333,26.0666666666667,19.5666666666667,21.7333333333333,226982,0,-15.7860094730604,25.6628352420626,-153.761232454535,-128.098397212472,-281.859629667007,-17.0261485714286,-11.6431795238096,-5.57982190476193,-14.3346640476191,-11.4163833333334,117
"28",28,"SS0102","2021-01-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.62000000003048,83.8200000003353,7.62000000003048,91.4400000003658,18.5,17.1666666666667,21.6,17.8333333333333,19.0888888888889,226982,0,-3.01001540845455,-15.7860094730604,25.6628352420626,9.87682576900216,35.5396610110648,-18.2615014285714,-17.2594819047619,-11.7765128571429,-17.7604916666667,-15.7658320634921,117
"29",29,"SS0103","2019-12-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25.4000000001016,0,25.4000000001016,25.4000000001016,20.1,21.1,27.2666666666667,20.6,22.8222222222222,110938,0,-8.35547089354545,-4.3664674540802,-119.859008454545,-124.225475908625,-244.08448436317,-13.8024814285714,-12.1164242857143,-4.54599476190473,-12.9594528571428,-10.1549668253968,94
"30",30,"SS0103","2020-01-01","2020-01-01","Elegu",3.57,32.072,"Outgoing","SSD","Central Equatoria","SS01","Lainya","SS0103",0,NA,"UGA","Amuru","UG316","Kilak","UG3161",1,"Elegu CP I",0,0,"5+ Years","Unknown",0.333333333333333,0,1,"Conflict Displacement","Insecurity Targeted Violence","Taxi Or Car",6,60,2,25,8,2,1,18,3,1,"SSD","None","None",60,0,0,60,NA,NA,131296.297245193,18275.417807095,"2020-01-01",0,0,25.4000000001016,0,25.4000000001016,16.8,19.7333333333333,21.0333333333333,18.2666666666667,19.1888888888889,110938,540.842632821937,-1.13282525845455,-8.35547089354545,-4.3664674540802,-12.7219383476257,-17.0884058017059,-19.8578271428571,-14.1691480952381,-12.183090952381,-17.0134876190476,-15.4033553968254,94
"31",31,"SS0103","2020-02-01","2020-02-01","Elegu",3.57,32.072,"Outgoing","SSD","Central Equatoria","SS01","Lainya","SS0103",0,NA,"UGA","Amuru","UG316","Kilak","UG3161",1,"Elegu CP I",0,0,"5+ Years","Unknown",0,0,1,"Conflict Displacement","Insecurity Targeted Violence","Taxi Or Car",2,8,0,4,1,2,0,1,0,0,"SSD","None","None",8,0,0,8,NA,NA,156559.955987567,18306.4344004401,"2020-02-01",0,0,0,0,0,22.2,17.1666666666667,19.4,19.6833333333333,19.5888888888889,110938,72.1123510429249,-8.30266737936364,-1.13282525845455,-8.35547089354545,-9.488296152,-17.8437670455454,-14.1969214285714,-19.4911604761904,-14.5024814285714,-16.8440409523809,-16.0635211111111,94
"32",32,"SS0103","2020-03-01","2020-03-01","Elegu",3.57,32.072,"Outgoing","SSD","Central Equatoria","SS01","Lainya","SS0103",0,NA,"UGA","Amuru","UG316","Kilak","UG3161",1,"Elegu CP I",0,0,"5+ Years","Unknown",0,0,1,"Conflict Displacement","Insecurity Targeted Violence","Bus",1,1,0,0,1,0,0,0,0,0,"SSD","None","None",1,0,0,1,NA,NA,156559.955987567,18333.8688008802,"2020-03-01",86.3600000003454,0,0,86.3600000003454,86.3600000003454,24.0333333333333,22.0666666666667,16.8,23.05,20.9666666666667,110938,9.01404388036561,57.7709961550727,-8.30266737936364,-1.13282525845455,-9.43549263781819,-10.5683178962727,-11.5654695238096,-14.3302547619047,-19.8578271428571,-12.9478621428572,-15.2511838095238,94
"33",33,"SS0103","2020-04-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.860000000599,86.3600000003454,0,236.220000000945,236.220000000945,27.2333333333333,24.0666666666667,22.2,25.65,24.5,110938,0,59.6286462269631,57.7709961550727,-8.30266737936364,49.4683287757091,41.1656613963455,-7.25682809523806,-11.5321361904762,-14.1969214285714,-9.39448214285715,-10.9952952380952,94
"34",34,"SS0103","2020-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.780000000579,149.860000000599,86.3600000003454,294.640000001179,381.000000001524,32.8666666666667,27.2333333333333,24.0666666666667,30.05,28.0555555555556,110938,0,32.8616552533061,59.6286462269631,57.7709961550727,117.399642382036,175.170638537109,0.304649523809566,-7.25682809523806,-11.5321361904762,-3.47608928571425,-6.16143825396824,94
"35",35,"SS0103","2020-06-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.62000000003048,162.56000000065,149.860000000599,170.180000000681,320.04000000128,38.9666666666667,33.1666666666667,27.3,36.0666666666667,33.1444444444444,110938,0,-103.752345454515,50.6416552533772,59.6286462269631,110.27030148034,169.898947707303,8.02654666666667,0.604649523809563,-7.1901614285714,4.31559809523812,0.480344920634945,94
"36",36,"SS0103","2020-07-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.4800000001219,7.62000000003048,162.56000000065,38.1000000001524,200.660000000803,42.0666666666667,38.9666666666667,33.1666666666667,40.5166666666667,38.0666666666667,110938,0,-109.522718181696,-103.752345454515,50.6416552533772,-53.1106902011373,-2.46903494776004,12.1496438095238,8.02654666666667,0.604649523809563,10.0880952380952,6.92694666666667,94
